Statistical Division or Subdivision,LGA,Offence category,Subcategory,Jan 1995,Feb 1995,Mar 1995,Apr 1995,May 1995,Jun 1995,Jul 1995,Aug 1995,Sep 1995,Oct 1995,Nov 1995,Dec 1995
Central Western Sydney,Auburn,Drug offences,Importing drugs,0,0,0,0,0,0,0,0,0,0,0,0
Central Western Sydney,Auburn,Drug offences,Other drug offences,2,1,5,3,1,0,1,3,1,1,1,0
Central Western Sydney,Auburn,Prohibited and regulated weapons offences,,0,2,1,2,3,0,0,7,1,1,1,0
Central Western Sydney,Auburn,Disorderly conduct,Trespass,0,1,3,2,1,0,2,2,0,0,4,1
Central Western Sydney,Auburn,Disorderly conduct,Offensive conduct,1,0,0,1,0,0,0,3,0,1,0,1
Central Western Sydney,Auburn,Disorderly conduct,Offensive language,3,1,3,1,0,4,2,0,2,1,3,1
Central Western Sydney,Auburn,Disorderly conduct,Criminal intent,0,0,2,2,1,4,0,1,1,2,1,1
Central Western Sydney,Auburn,Betting and gaming offences,,0,0,0,0,0,0,0,0,0,0,0,0
Central Western Sydney,Auburn,Liquor offences,,0,0,1,1,0,0,0,1,1,0,0,0
Central Western Sydney,Auburn,Pornography offences,,0,0,0,1,0,0,0,0,0,0,0,0
Central Western Sydney,Auburn,Prostitution offences,,0,0,0,0,0,0,0,0,0,0,0,0
Central Western Sydney,Auburn,Against justice procedures,Escape custody,1,0,0,0,0,0,2,0,0,0,1,0
Central Western Sydney,Auburn,Against justice procedures,Breach Apprehended Violence Order,2,0,2,0,1,0,0,3,0,3,3,3
Central Western Sydney,Auburn,Against justice procedures,Breach bail conditions,0,0,1,0,0,0,0,2,0,0,0,0
Central Western Sydney,Auburn,Against justice procedures,Fail to appear,1,0,2,4,0,1,1,0,4,0,0,1
Central Western Sydney,Auburn,Against justice procedures,Resist or hinder officer,4,3,2,6,2,3,3,4,4,1,0,1
Central Western Sydney,Auburn,Against justice procedures,Other offences against justice procedures,0,1,3,3,2,1,0,4,3,3,1,3
Central Western Sydney,Auburn,Transport regulatory offences,,0,0,0,0,1,1,0,1,0,0,1,0
Central Western Sydney,Auburn,Other offences,,2,2,6,2,3,1,3,2,2,4,3,7
Central Western Sydney,Holroyd,Homicide,Murder (a),1,0,0,0,0,0,1,0,0,0,0,0
Central Western Sydney,Holroyd,Homicide,Attempted murder,0,0,0,0,0,0,0,0,0,0,0,0
Central Western Sydney,Holroyd,Homicide,"Murder accessory, conspiracy",0,0,0,0,0,0,0,0,0,0,0,0
Central Western Sydney,Holroyd,Homicide,Manslaughter (a),0,0,0,0,0,0,0,0,0,0,0,0
Central Western Sydney,Holroyd,Assault,Domestic violence related assault,7,11,18,6,8,11,16,11,10,18,15,19
Central Western Sydney,Holroyd,Assault,Non-domestic violence related assault,19,17,31,28,23,27,23,17,21,23,23,26
Central Western Sydney,Holroyd,Assault,Assault Police,1,4,4,0,0,1,0,3,2,2,1,0
Central Western Sydney,Holroyd,Sexual offences,Sexual assault,0,2,2,4,0,0,0,5,2,2,4,4
Central Western Sydney,Holroyd,Sexual offences,"Indecent assault, act of indecency and other sexual offences",2,0,3,8,6,3,0,12,4,4,3,1
Central Western Sydney,Holroyd,Abduction and kidnapping,,0,0,2,0,1,0,0,1,0,0,0,0
Central Western Sydney,Holroyd,Robbery,Robbery without a weapon,6,8,6,5,2,3,11,3,10,10,9,12
Central Western Sydney,Holroyd,Robbery,Robbery with a firearm,5,1,1,1,1,0,1,1,1,2,1,1
Central Western Sydney,Holroyd,Robbery,Robbery with a weapon not a firearm,4,4,3,1,1,3,6,1,3,6,3,3
Central Western Sydney,Holroyd,Blackmail and extortion,,0,0,0,0,0,0,0,0,0,0,0,0
Central Western Sydney,Holroyd,"Harassment, threatening behaviour and private nuisance",,5,10,16,18,30,21,13,17,16,32,12,22
Central Western Sydney,Holroyd,Other offences against the person,,2,3,3,1,0,1,0,1,0,0,0,1
Central Western Sydney,Holroyd,Theft,Break and enter dwelling,117,96,88,88,105,86,106,116,137,155,159,132
Central Western Sydney,Holroyd,Theft,Break and enter non-dwelling,77,46,44,54,48,38,53,55,63,49,43,63
Central Western Sydney,Holroyd,Theft,Receiving or handling stolen goods,5,4,4,4,8,4,7,2,7,5,6,0
Central Western Sydney,Holroyd,Theft,Motor vehicle theft,79,69,82,70,81,85,110,106,98,107,90,87
Central Western Sydney,Holroyd,Theft,Steal from motor vehicle,103,72,52,44,48,89,83,103,106,98,68,68
Central Western Sydney,Holroyd,Theft,Steal from retail store,36,19,26,20,15,30,27,22,31,19,21,24
Central Western Sydney,Holroyd,Theft,Steal from dwelling,17,9,12,11,15,20,11,24,14,24,21,27
Central Western Sydney,Holroyd,Theft,Steal from person,14,5,20,9,12,5,13,13,10,7,20,9
Central Western Sydney,Holroyd,Theft,Stock theft,0,0,1,0,1,0,0,0,0,0,0,0
Central Western Sydney,Holroyd,Theft,Fraud,16,21,46,21,20,18,21,17,18,20,25,25
Central Western Sydney,Holroyd,Theft,Other theft,33,33,43,21,43,35,45,41,24,42,41,42
Central Western Sydney,Holroyd,Arson,,4,3,3,6,5,6,3,7,4,4,4,7
Central Western Sydney,Holroyd,Malicious damage to property,,76,91,82,58,66,90,88,82,84,79,96,63
Central Western Sydney,Holroyd,Drug offences,Possession and/or use of cocaine,0,0,0,0,0,0,0,0,0,0,0,0
Central Western Sydney,Holroyd,Drug offences,Possession and/or use of narcotics,0,1,0,0,1,0,0,2,0,1,0,0
Central Western Sydney,Holroyd,Drug offences,Possession and/or use of cannabis,1,5,5,4,5,8,2,0,3,4,2,0
Central Western Sydney,Holroyd,Drug offences,Possession and/or use of amphetamines,0,0,0,0,0,0,1,0,1,1,1,0
Central Western Sydney,Holroyd,Drug offences,Possession and/or use of ecstasy,0,0,0,0,0,0,0,0,0,0,0,0
Central Western Sydney,Holroyd,Drug offences,Possession and/or use of other drugs,0,0,0,0,0,0,0,0,0,0,0,0
Central Western Sydney,Holroyd,Drug offences,"Dealing, trafficking in cocaine",0,0,0,0,0,0,0,0,0,0,1,0
Central Western Sydney,Holroyd,Drug offences,"Dealing, trafficking in narcotics",0,0,1,0,0,0,0,1,0,0,0,0
Central Western Sydney,Holroyd,Drug offences,"Dealing, trafficking in cannabis",0,1,0,0,0,1,0,0,0,0,1,0
Central Western Sydney,Holroyd,Drug offences,"Dealing, trafficking in amphetamines",0,0,0,0,0,1,0,0,1,0,1,0
Central Western Sydney,Holroyd,Drug offences,"Dealing, trafficking in ecstasy",0,0,0,0,0,0,0,0,0,0,0,0
Central Western Sydney,Holroyd,Drug offences,"Dealing, trafficking in other drugs",0,0,0,0,0,0,0,0,0,0,0,0
Central Western Sydney,Holroyd,Drug offences,Cultivating cannabis,0,2,0,1,0,2,2,0,0,1,1,1
Central Western Sydney,Holroyd,Drug offences,Manufacture drug,0,0,0,0,0,0,0,0,0,0,0,0
Central Western Sydney,Holroyd,Drug offences,Importing drugs,0,0,0,0,0,0,0,0,0,0,0,0
Central Western Sydney,Holroyd,Drug offences,Other drug offences,1,2,0,1,0,0,2,0,1,0,3,0
Central Western Sydney,Holroyd,Prohibited and regulated weapons offences,,3,3,2,3,2,5,11,2,4,4,3,5
Central Western Sydney,Holroyd,Disorderly conduct,Trespass,2,1,1,1,3,1,2,1,1,1,1,2
Central Western Sydney,Holroyd,Disorderly conduct,Offensive conduct,0,0,0,0,1,0,0,1,1,0,1,0
Central Western Sydney,Holroyd,Disorderly conduct,Offensive language,1,0,2,1,2,1,3,1,1,0,0,0
Central Western Sydney,Holroyd,Disorderly conduct,Criminal intent,2,1,1,0,1,1,0,5,1,1,4,2
Central Western Sydney,Holroyd,Betting and gaming offences,,0,0,0,0,0,0,0,0,0,0,0,0
Central Western Sydney,Holroyd,Liquor offences,,0,0,1,0,0,0,0,0,0,0,0,0
Central Western Sydney,Holroyd,Pornography offences,,0,0,0,0,0,0,0,0,0,0,0,0
Central Western Sydney,Holroyd,Prostitution offences,,0,0,0,0,0,0,0,0,0,0,0,0
Central Western Sydney,Holroyd,Against justice procedures,Escape custody,0,0,0,0,0,0,0,0,0,0,0,0
Central Western Sydney,Holroyd,Against justice procedures,Breach Apprehended Violence Order,3,3,4,2,1,9,4,4,5,4,11,9
Central Western Sydney,Holroyd,Against justice procedures,Breach bail conditions,1,1,2,1,3,1,0,1,0,2,4,1
Central Western Sydney,Holroyd,Against justice procedures,Fail to appear,1,9,0,0,0,1,0,4,1,0,1,3
Central Western Sydney,Holroyd,Against justice procedures,Resist or hinder officer,1,5,6,0,1,0,1,2,1,2,3,0
Central Western Sydney,Holroyd,Against justice procedures,Other offences against justice procedures,0,22,1,1,1,1,2,7,2,1,2,4
Central Western Sydney,Holroyd,Transport regulatory offences,,1,0,3,1,0,0,0,0,1,0,0,2
Central Western Sydney,Holroyd,Other offences,,5,3,2,3,10,2,4,4,6,8,3,5
Central Western Sydney,Parramatta,Homicide,Murder (a),1,0,0,0,0,1,0,0,1,0,0,0
Central Western Sydney,Parramatta,Homicide,Attempted murder,0,0,0,0,0,0,0,0,0,0,0,0
Central Western Sydney,Parramatta,Homicide,"Murder accessory, conspiracy",0,0,0,0,0,0,0,0,0,0,0,0
Central Western Sydney,Parramatta,Homicide,Manslaughter (a),0,1,0,0,0,0,0,0,0,0,0,0
Central Western Sydney,Parramatta,Assault,Domestic violence related assault,14,15,16,9,11,15,15,22,16,20,19,17
Central Western Sydney,Parramatta,Assault,Non-domestic violence related assault,57,63,66,63,83,70,79,66,82,62,70,101
Central Western Sydney,Parramatta,Assault,Assault Police,3,3,3,0,1,1,3,2,2,6,2,0
Central Western Sydney,Parramatta,Sexual offences,Sexual assault,5,5,1,3,3,3,4,3,9,2,4,2
Central Western Sydney,Parramatta,Sexual offences,"Indecent assault, act of indecency and other sexual offences",6,5,13,7,11,8,5,9,18,5,7,8
Central Western Sydney,Parramatta,Abduction and kidnapping,,0,1,0,0,1,1,1,0,0,0,0,0
Central Western Sydney,Parramatta,Robbery,Robbery without a weapon,15,7,18,23,18,22,27,22,28,32,37,33
Central Western Sydney,Parramatta,Robbery,Robbery with a firearm,4,5,2,4,3,0,3,8,0,3,1,4
Central Western Sydney,Parramatta,Robbery,Robbery with a weapon not a firearm,8,6,6,7,5,10,6,13,14,14,10,11
