Statistical Division or Subdivision,LGA,Offence category,Subcategory,Jan 1995,Feb 1995,Mar 1995,Apr 1995,May 1995,Jun 1995,Jul 1995,Aug 1995,Sep 1995,Oct 1995,Nov 1995,Dec 1995
St George-Sutherland,Kogarah,Arson,,4,0,1,1,2,2,0,1,3,2,1,7
St George-Sutherland,Kogarah,Malicious damage to property,,20,22,33,28,22,27,27,26,30,42,27,29
St George-Sutherland,Kogarah,Drug offences,Possession and/or use of cocaine,0,0,0,0,0,0,0,0,1,1,0,0
St George-Sutherland,Kogarah,Drug offences,Possession and/or use of narcotics,0,0,0,0,0,0,0,0,2,0,1,1
St George-Sutherland,Kogarah,Drug offences,Possession and/or use of cannabis,1,1,1,2,4,5,4,3,0,2,0,0
St George-Sutherland,Kogarah,Drug offences,Possession and/or use of amphetamines,0,1,0,0,0,0,0,0,0,0,0,1
St George-Sutherland,Kogarah,Drug offences,Possession and/or use of ecstasy,0,0,0,0,0,0,0,0,0,0,0,0
St George-Sutherland,Kogarah,Drug offences,Possession and/or use of other drugs,0,0,0,0,0,0,0,0,0,0,0,0
St George-Sutherland,Kogarah,Drug offences,"Dealing, trafficking in cocaine",0,0,0,0,0,0,0,0,0,0,0,0
St George-Sutherland,Kogarah,Drug offences,"Dealing, trafficking in narcotics",0,0,0,0,0,0,0,0,0,0,0,0
St George-Sutherland,Kogarah,Drug offences,"Dealing, trafficking in cannabis",0,0,0,0,0,0,1,0,0,0,0,0
St George-Sutherland,Kogarah,Drug offences,"Dealing, trafficking in amphetamines",0,0,0,0,1,0,0,0,0,0,0,0
St George-Sutherland,Kogarah,Drug offences,"Dealing, trafficking in ecstasy",0,0,0,0,0,0,0,0,0,0,0,0
St George-Sutherland,Kogarah,Drug offences,"Dealing, trafficking in other drugs",0,0,0,0,0,0,0,0,0,0,0,0
St George-Sutherland,Kogarah,Drug offences,Cultivating cannabis,1,0,1,0,0,0,0,0,0,1,0,2
St George-Sutherland,Kogarah,Drug offences,Manufacture drug,0,0,0,0,0,0,0,0,0,0,0,0
St George-Sutherland,Kogarah,Drug offences,Importing drugs,0,0,0,0,0,0,0,0,0,0,0,0
St George-Sutherland,Kogarah,Drug offences,Other drug offences,1,0,0,1,0,1,0,1,0,0,0,0
St George-Sutherland,Kogarah,Prohibited and regulated weapons offences,,0,2,1,0,2,2,3,0,0,0,0,0
St George-Sutherland,Kogarah,Disorderly conduct,Trespass,0,2,0,1,2,0,1,1,0,0,1,2
St George-Sutherland,Kogarah,Disorderly conduct,Offensive conduct,0,1,0,0,0,1,1,0,0,1,0,0
St George-Sutherland,Kogarah,Disorderly conduct,Offensive language,1,1,0,0,0,0,0,1,0,0,0,0
St George-Sutherland,Kogarah,Disorderly conduct,Criminal intent,0,2,0,0,1,0,1,0,0,0,0,1
St George-Sutherland,Kogarah,Betting and gaming offences,,0,0,0,0,0,0,0,0,0,0,0,0
St George-Sutherland,Kogarah,Liquor offences,,0,0,0,0,2,0,0,0,1,2,0,1
St George-Sutherland,Kogarah,Pornography offences,,0,0,0,0,0,0,0,0,0,0,0,0
St George-Sutherland,Kogarah,Prostitution offences,,0,0,0,0,0,0,0,0,0,0,0,0
St George-Sutherland,Kogarah,Against justice procedures,Escape custody,0,0,0,0,0,0,0,1,0,0,0,1
St George-Sutherland,Kogarah,Against justice procedures,Breach Apprehended Violence Order,2,0,4,3,3,4,1,2,0,2,0,4
St George-Sutherland,Kogarah,Against justice procedures,Breach bail conditions,0,0,2,0,0,0,2,0,0,0,1,2
St George-Sutherland,Kogarah,Against justice procedures,Fail to appear,0,1,0,1,0,1,0,0,1,0,0,0
St George-Sutherland,Kogarah,Against justice procedures,Resist or hinder officer,2,1,1,0,1,1,1,1,0,1,0,0
St George-Sutherland,Kogarah,Against justice procedures,Other offences against justice procedures,0,0,2,0,1,2,1,0,0,1,0,2
St George-Sutherland,Kogarah,Transport regulatory offences,,0,1,0,0,0,0,1,0,0,0,0,0
St George-Sutherland,Kogarah,Other offences,,2,0,0,2,1,3,2,4,3,2,3,4
St George-Sutherland,Rockdale,Homicide,Murder (a),0,0,0,0,0,0,0,0,0,0,0,0
St George-Sutherland,Rockdale,Homicide,Attempted murder,0,0,0,0,0,0,0,0,0,0,0,0
St George-Sutherland,Rockdale,Homicide,"Murder accessory, conspiracy",0,0,0,0,0,0,0,0,0,0,0,0
St George-Sutherland,Rockdale,Homicide,Manslaughter (a),0,0,0,0,0,0,0,0,0,0,1,0
St George-Sutherland,Rockdale,Assault,Domestic violence related assault,4,8,15,9,5,10,9,14,5,8,6,15
St George-Sutherland,Rockdale,Assault,Non-domestic violence related assault,30,25,26,18,28,15,26,30,21,32,28,29
St George-Sutherland,Rockdale,Assault,Assault Police,1,0,0,0,1,2,1,1,0,0,1,1
St George-Sutherland,Rockdale,Sexual offences,Sexual assault,7,0,1,0,3,1,0,0,2,1,0,0
St George-Sutherland,Rockdale,Sexual offences,"Indecent assault, act of indecency and other sexual offences",7,1,3,5,4,3,1,4,2,3,5,19
St George-Sutherland,Rockdale,Abduction and kidnapping,,0,0,0,0,0,0,0,0,0,0,0,0
St George-Sutherland,Rockdale,Robbery,Robbery without a weapon,4,8,8,6,4,4,6,10,4,5,6,10
St George-Sutherland,Rockdale,Robbery,Robbery with a firearm,1,0,4,4,0,1,2,0,1,2,0,1
St George-Sutherland,Rockdale,Robbery,Robbery with a weapon not a firearm,5,0,6,5,1,2,2,4,3,8,4,5
St George-Sutherland,Rockdale,Blackmail and extortion,,0,0,0,0,0,0,0,0,0,0,0,0
St George-Sutherland,Rockdale,"Harassment, threatening behaviour and private nuisance",,7,7,8,10,8,13,16,13,7,13,18,4
St George-Sutherland,Rockdale,Other offences against the person,,0,0,2,1,1,0,1,1,0,0,0,2
St George-Sutherland,Rockdale,Theft,Break and enter dwelling,73,91,74,91,101,82,63,123,114,113,63,107
St George-Sutherland,Rockdale,Theft,Break and enter non-dwelling,22,27,29,32,30,23,34,41,26,34,32,27
St George-Sutherland,Rockdale,Theft,Receiving or handling stolen goods,2,3,5,7,12,10,8,10,27,6,7,12
St George-Sutherland,Rockdale,Theft,Motor vehicle theft,53,81,85,88,103,95,95,83,82,96,120,93
St George-Sutherland,Rockdale,Theft,Steal from motor vehicle,51,47,59,49,50,41,67,40,70,68,108,85
St George-Sutherland,Rockdale,Theft,Steal from retail store,11,15,14,19,12,13,25,14,7,15,10,22
St George-Sutherland,Rockdale,Theft,Steal from dwelling,13,12,17,15,16,13,20,14,30,17,10,15
St George-Sutherland,Rockdale,Theft,Steal from person,7,10,12,20,17,8,13,16,6,7,11,6
St George-Sutherland,Rockdale,Theft,Stock theft,0,0,0,0,0,0,1,0,0,0,0,0
St George-Sutherland,Rockdale,Theft,Fraud,10,56,12,9,9,10,15,5,18,9,9,6
St George-Sutherland,Rockdale,Theft,Other theft,43,38,38,22,45,24,32,47,38,43,33,33
St George-Sutherland,Rockdale,Arson,,4,2,2,3,4,1,2,2,2,1,3,5
St George-Sutherland,Rockdale,Malicious damage to property,,52,58,68,49,53,49,51,47,82,75,73,45
St George-Sutherland,Rockdale,Drug offences,Possession and/or use of cocaine,1,0,0,0,2,0,1,0,0,0,0,0
St George-Sutherland,Rockdale,Drug offences,Possession and/or use of narcotics,1,1,0,0,0,1,0,0,1,0,0,0
St George-Sutherland,Rockdale,Drug offences,Possession and/or use of cannabis,3,1,5,3,8,10,8,4,3,1,10,6
St George-Sutherland,Rockdale,Drug offences,Possession and/or use of amphetamines,0,0,0,0,0,2,0,1,0,0,0,0
St George-Sutherland,Rockdale,Drug offences,Possession and/or use of ecstasy,1,0,0,0,0,1,0,0,0,0,0,0
St George-Sutherland,Rockdale,Drug offences,Possession and/or use of other drugs,0,0,0,0,0,0,0,0,0,0,0,0
St George-Sutherland,Rockdale,Drug offences,"Dealing, trafficking in cocaine",2,0,0,0,0,1,2,0,0,0,0,0
St George-Sutherland,Rockdale,Drug offences,"Dealing, trafficking in narcotics",0,0,0,0,0,0,0,0,1,0,0,0
St George-Sutherland,Rockdale,Drug offences,"Dealing, trafficking in cannabis",0,0,0,0,2,2,1,0,0,0,0,0
St George-Sutherland,Rockdale,Drug offences,"Dealing, trafficking in amphetamines",0,0,0,0,0,2,0,2,0,0,0,0
St George-Sutherland,Rockdale,Drug offences,"Dealing, trafficking in ecstasy",0,0,0,0,0,1,0,0,0,0,0,0
St George-Sutherland,Rockdale,Drug offences,"Dealing, trafficking in other drugs",0,0,0,0,0,0,0,0,0,0,0,0
St George-Sutherland,Rockdale,Drug offences,Cultivating cannabis,0,1,1,2,2,2,2,1,1,3,1,0
St George-Sutherland,Rockdale,Drug offences,Manufacture drug,0,0,0,0,0,0,0,0,0,0,0,0
St George-Sutherland,Rockdale,Drug offences,Importing drugs,0,0,0,0,0,0,0,0,0,0,0,0
St George-Sutherland,Rockdale,Drug offences,Other drug offences,0,0,0,0,2,1,0,1,1,0,3,1
St George-Sutherland,Rockdale,Prohibited and regulated weapons offences,,0,2,1,3,9,4,4,2,0,0,2,1
St George-Sutherland,Rockdale,Disorderly conduct,Trespass,1,1,0,0,1,0,1,3,1,3,4,1
St George-Sutherland,Rockdale,Disorderly conduct,Offensive conduct,1,1,0,1,3,0,0,0,1,0,2,0
St George-Sutherland,Rockdale,Disorderly conduct,Offensive language,2,2,1,0,1,0,1,0,5,3,2,3
St George-Sutherland,Rockdale,Disorderly conduct,Criminal intent,1,2,0,2,2,4,1,2,5,3,0,3
St George-Sutherland,Rockdale,Betting and gaming offences,,0,0,0,0,0,0,0,0,0,0,0,0
St George-Sutherland,Rockdale,Liquor offences,,0,0,0,0,0,0,0,0,1,0,1,0
St George-Sutherland,Rockdale,Pornography offences,,0,0,0,0,0,0,1,1,0,0,0,0
St George-Sutherland,Rockdale,Prostitution offences,,0,0,0,0,1,0,0,0,0,1,3,0
St George-Sutherland,Rockdale,Against justice procedures,Escape custody,0,1,1,0,0,0,0,1,0,0,0,0
St George-Sutherland,Rockdale,Against justice procedures,Breach Apprehended Violence Order,3,1,4,1,1,3,2,8,8,5,8,4
St George-Sutherland,Rockdale,Against justice procedures,Breach bail conditions,1,1,1,2,3,0,1,0,1,1,2,2
St George-Sutherland,Rockdale,Against justice procedures,Fail to appear,2,1,0,1,2,1,1,1,0,1,0,0
St George-Sutherland,Rockdale,Against justice procedures,Resist or hinder officer,1,0,3,1,1,0,2,1,3,4,2,1
St George-Sutherland,Rockdale,Against justice procedures,Other offences against justice procedures,0,0,1,2,4,1,0,1,2,2,3,2
St George-Sutherland,Rockdale,Transport regulatory offences,,1,1,0,3,0,1,2,1,0,0,1,1
St George-Sutherland,Rockdale,Other offences,,3,10,2,3,6,5,8,8,3,3,3,9
St George-Sutherland,Sutherland Shire,Homicide,Murder (a),0,0,0,0,0,0,1,1,1,0,0,0
St George-Sutherland,Sutherland Shire,Homicide,Attempted murder,0,0,0,0,0,0,0,0,0,1,0,0
St George-Sutherland,Sutherland Shire,Homicide,"Murder accessory, conspiracy",0,0,0,0,0,0,0,0,0,0,0,0
St George-Sutherland,Sutherland Shire,Homicide,Manslaughter (a),0,0,0,0,0,0,0,0,0,0,0,0
St George-Sutherland,Sutherland Shire,Assault,Domestic violence related assault,10,7,8,17,5,10,12,11,8,13,12,13
St George-Sutherland,Sutherland Shire,Assault,Non-domestic violence related assault,34,34,43,54,34,43,34,39,49,48,46,56
St George-Sutherland,Sutherland Shire,Assault,Assault Police,2,3,1,1,3,7,5,3,2,1,0,0
St George-Sutherland,Sutherland Shire,Sexual offences,Sexual assault,0,3,1,1,4,4,1,1,3,6,0,2
St George-Sutherland,Sutherland Shire,Sexual offences,"Indecent assault, act of indecency and other sexual offences",4,6,9,6,6,9,3,5,14,5,4,2
St George-Sutherland,Sutherland Shire,Abduction and kidnapping,,0,0,0,0,1,0,1,0,0,0,0,0
St George-Sutherland,Sutherland Shire,Robbery,Robbery without a weapon,4,2,5,2,4,3,2,6,4,8,8,3
St George-Sutherland,Sutherland Shire,Robbery,Robbery with a firearm,0,0,0,2,0,5,2,0,0,0,2,2
St George-Sutherland,Sutherland Shire,Robbery,Robbery with a weapon not a firearm,2,1,3,5,4,4,7,4,3,8,3,9
St George-Sutherland,Sutherland Shire,Blackmail and extortion,,0,0,0,0,0,0,0,0,0,0,0,0
St George-Sutherland,Sutherland Shire,"Harassment, threatening behaviour and private nuisance",,7,7,17,11,18,16,16,12,29,19,29,22
St George-Sutherland,Sutherland Shire,Other offences against the person,,0,0,4,3,1,1,1,0,2,1,2,2
St George-Sutherland,Sutherland Shire,Theft,Break and enter dwelling,82,81,100,138,146,103,112,165,115,76,76,160
St George-Sutherland,Sutherland Shire,Theft,Break and enter non-dwelling,45,42,49,67,70,34,51,46,51,68,51,42
St George-Sutherland,Sutherland Shire,Theft,Receiving or handling stolen goods,8,2,4,9,13,9,11,12,22,9,1,10
St George-Sutherland,Sutherland Shire,Theft,Motor vehicle theft,58,85,86,69,67,75,102,130,97,99,112,92
St George-Sutherland,Sutherland Shire,Theft,Steal from motor vehicle,121,138,110,105,109,106,127,102,138,132,116,181
St George-Sutherland,Sutherland Shire,Theft,Steal from retail store,35,40,42,33,44,38,61,45,57,62,43,51
St George-Sutherland,Sutherland Shire,Theft,Steal from dwelling,50,44,56,37,39,31,43,52,51,43,49,40
St George-Sutherland,Sutherland Shire,Theft,Steal from person,14,7,11,10,20,14,13,18,8,14,12,17
St George-Sutherland,Sutherland Shire,Theft,Stock theft,0,0,0,1,0,0,0,1,1,0,0,0
St George-Sutherland,Sutherland Shire,Theft,Fraud,5,15,27,28,26,29,15,20,13,25,39,6
St George-Sutherland,Sutherland Shire,Theft,Other theft,73,72,65,67,66,64,64,74,70,106,76,74
St George-Sutherland,Sutherland Shire,Arson,,2,1,4,6,2,2,6,4,6,4,6,3
St George-Sutherland,Sutherland Shire,Malicious damage to property,,150,146,132,144,126,122,150,141,181,183,159,153
St George-Sutherland,Sutherland Shire,Drug offences,Possession and/or use of cocaine,0,1,0,1,0,0,0,0,1,0,0,1
St George-Sutherland,Sutherland Shire,Drug offences,Possession and/or use of narcotics,0,0,1,0,0,0,0,1,0,0,0,0
St George-Sutherland,Sutherland Shire,Drug offences,Possession and/or use of cannabis,6,9,8,8,15,17,8,11,16,6,15,7
St George-Sutherland,Sutherland Shire,Drug offences,Possession and/or use of amphetamines,1,1,0,0,0,1,2,1,0,0,0,2
St George-Sutherland,Sutherland Shire,Drug offences,Possession and/or use of ecstasy,0,0,0,0,0,0,0,0,0,0,0,2
St George-Sutherland,Sutherland Shire,Drug offences,Possession and/or use of other drugs,0,0,1,0,0,0,1,0,0,0,0,0
St George-Sutherland,Sutherland Shire,Drug offences,"Dealing, trafficking in cocaine",0,0,1,1,0,0,1,0,0,1,0,0
St George-Sutherland,Sutherland Shire,Drug offences,"Dealing, trafficking in narcotics",0,0,1,0,0,0,0,0,0,0,0,0
St George-Sutherland,Sutherland Shire,Drug offences,"Dealing, trafficking in cannabis",1,2,1,0,3,1,0,2,2,1,3,3
St George-Sutherland,Sutherland Shire,Drug offences,"Dealing, trafficking in amphetamines",2,0,1,0,0,1,2,0,0,0,0,1
St George-Sutherland,Sutherland Shire,Drug offences,"Dealing, trafficking in ecstasy",0,0,0,0,0,0,0,0,0,0,0,1
St George-Sutherland,Sutherland Shire,Drug offences,"Dealing, trafficking in other drugs",0,0,0,0,0,0,0,1,0,0,0,0
St George-Sutherland,Sutherland Shire,Drug offences,Cultivating cannabis,5,4,5,0,0,2,3,1,2,2,7,3
St George-Sutherland,Sutherland Shire,Drug offences,Manufacture drug,0,0,0,0,0,0,0,0,0,0,0,0
St George-Sutherland,Sutherland Shire,Drug offences,Importing drugs,0,0,0,0,0,0,0,0,0,0,0,0
St George-Sutherland,Sutherland Shire,Drug offences,Other drug offences,0,5,2,0,3,1,2,0,1,1,3,2
St George-Sutherland,Sutherland Shire,Prohibited and regulated weapons offences,,10,1,3,0,3,3,3,7,5,6,3,3
St George-Sutherland,Sutherland Shire,Disorderly conduct,Trespass,4,4,4,0,13,2,4,3,6,3,1,3
St George-Sutherland,Sutherland Shire,Disorderly conduct,Offensive conduct,8,4,4,6,7,3,4,4,3,3,5,6
St George-Sutherland,Sutherland Shire,Disorderly conduct,Offensive language,5,11,8,4,8,9,11,6,13,2,7,5
St George-Sutherland,Sutherland Shire,Disorderly conduct,Criminal intent,0,3,1,4,6,3,0,0,1,1,3,2
St George-Sutherland,Sutherland Shire,Betting and gaming offences,,0,1,0,1,0,0,0,0,0,0,0,0
St George-Sutherland,Sutherland Shire,Liquor offences,,1,0,1,1,3,2,0,0,0,1,0,1
St George-Sutherland,Sutherland Shire,Pornography offences,,0,0,0,0,0,0,0,0,0,0,0,0
St George-Sutherland,Sutherland Shire,Prostitution offences,,0,0,0,0,3,0,1,1,0,0,0,0
St George-Sutherland,Sutherland Shire,Against justice procedures,Escape custody,0,1,0,0,1,1,0,1,0,0,0,0
St George-Sutherland,Sutherland Shire,Against justice procedures,Breach Apprehended Violence Order,6,4,6,9,4,3,13,5,5,4,4,3
St George-Sutherland,Sutherland Shire,Against justice procedures,Breach bail conditions,3,1,2,4,0,2,2,3,1,2,0,2
St George-Sutherland,Sutherland Shire,Against justice procedures,Fail to appear,2,4,4,4,4,1,4,0,1,1,2,1
St George-Sutherland,Sutherland Shire,Against justice procedures,Resist or hinder officer,5,10,1,4,8,12,6,5,5,4,1,5
St George-Sutherland,Sutherland Shire,Against justice procedures,Other offences against justice procedures,0,2,1,1,3,0,3,0,0,2,1,4
St George-Sutherland,Sutherland Shire,Transport regulatory offences,,0,3,2,1,0,3,2,0,3,0,2,7
St George-Sutherland,Sutherland Shire,Other offences,,7,7,7,13,12,15,16,21,15,16,12,10
Canterbury-Bankstown,Bankstown,Homicide,Murder (a),0,1,0,0,0,0,0,0,0,0,0,0
Canterbury-Bankstown,Bankstown,Homicide,Attempted murder,0,0,0,0,0,0,1,0,0,1,0,0
Canterbury-Bankstown,Bankstown,Homicide,"Murder accessory, conspiracy",0,0,0,0,0,0,0,0,0,0,0,0
Canterbury-Bankstown,Bankstown,Homicide,Manslaughter (a),0,0,0,1,0,0,0,0,0,0,0,0
Canterbury-Bankstown,Bankstown,Assault,Domestic violence related assault,14,12,12,17,11,13,13,19,17,14,23,25
Canterbury-Bankstown,Bankstown,Assault,Non-domestic violence related assault,51,56,60,67,57,65,66,71,65,70,57,77
Canterbury-Bankstown,Bankstown,Assault,Assault Police,3,3,1,5,3,4,1,1,2,2,1,1
Canterbury-Bankstown,Bankstown,Sexual offences,Sexual assault,1,0,3,3,2,3,5,4,2,12,2,3
Canterbury-Bankstown,Bankstown,Sexual offences,"Indecent assault, act of indecency and other sexual offences",9,7,10,9,9,8,7,4,10,13,4,4
Canterbury-Bankstown,Bankstown,Abduction and kidnapping,,0,1,0,3,0,1,0,0,1,1,3,2
Canterbury-Bankstown,Bankstown,Robbery,Robbery without a weapon,16,5,13,13,17,18,15,10,15,12,17,10
Canterbury-Bankstown,Bankstown,Robbery,Robbery with a firearm,3,0,1,4,4,4,3,4,4,2,4,4
Canterbury-Bankstown,Bankstown,Robbery,Robbery with a weapon not a firearm,4,4,4,5,7,7,7,11,7,11,8,10
Canterbury-Bankstown,Bankstown,Blackmail and extortion,,0,1,0,0,0,0,0,0,0,0,0,0
Canterbury-Bankstown,Bankstown,"Harassment, threatening behaviour and private nuisance",,26,12,12,14,18,18,15,30,26,37,20,29
Canterbury-Bankstown,Bankstown,Other offences against the person,,0,2,5,0,0,4,3,0,0,1,1,3
Canterbury-Bankstown,Bankstown,Theft,Break and enter dwelling,142,113,171,160,161,151,194,218,181,202,174,178
Canterbury-Bankstown,Bankstown,Theft,Break and enter non-dwelling,97,96,138,102,94,86,87,67,88,90,107,108
Canterbury-Bankstown,Bankstown,Theft,Receiving or handling stolen goods,3,3,6,6,9,16,5,14,10,16,5,17
Canterbury-Bankstown,Bankstown,Theft,Motor vehicle theft,145,123,154,166,153,140,141,177,178,187,211,147
Canterbury-Bankstown,Bankstown,Theft,Steal from motor vehicle,100,107,131,100,123,82,87,114,132,112,127,122
Canterbury-Bankstown,Bankstown,Theft,Steal from retail store,53,43,55,58,57,43,59,52,42,62,56,57
Canterbury-Bankstown,Bankstown,Theft,Steal from dwelling,40,28,40,32,33,31,32,38,43,33,42,40
Canterbury-Bankstown,Bankstown,Theft,Steal from person,17,21,14,13,18,17,13,15,27,17,17,16
Canterbury-Bankstown,Bankstown,Theft,Stock theft,4,0,1,2,2,2,2,1,1,1,1,1
Canterbury-Bankstown,Bankstown,Theft,Fraud,34,45,45,18,39,28,35,28,37,58,32,47
Canterbury-Bankstown,Bankstown,Theft,Other theft,76,72,88,59,82,88,73,88,88,85,86,101
Canterbury-Bankstown,Bankstown,Arson,,10,9,7,7,2,10,9,10,10,9,7,14
Canterbury-Bankstown,Bankstown,Malicious damage to property,,141,119,154,146,126,139,158,156,175,184,152,206
Canterbury-Bankstown,Bankstown,Drug offences,Possession and/or use of cocaine,0,0,0,0,0,0,1,0,0,1,0,1
Canterbury-Bankstown,Bankstown,Drug offences,Possession and/or use of narcotics,1,0,0,1,0,7,1,0,2,0,1,2
Canterbury-Bankstown,Bankstown,Drug offences,Possession and/or use of cannabis,4,4,10,10,5,5,15,6,7,9,6,15
Canterbury-Bankstown,Bankstown,Drug offences,Possession and/or use of amphetamines,0,0,0,0,1,2,0,0,0,0,0,0
Canterbury-Bankstown,Bankstown,Drug offences,Possession and/or use of ecstasy,0,0,0,0,0,0,0,0,0,0,0,1
Canterbury-Bankstown,Bankstown,Drug offences,Possession and/or use of other drugs,0,0,2,0,1,0,1,0,1,0,0,1
Canterbury-Bankstown,Bankstown,Drug offences,"Dealing, trafficking in cocaine",0,0,0,0,0,0,0,0,0,1,0,1
Canterbury-Bankstown,Bankstown,Drug offences,"Dealing, trafficking in narcotics",0,0,2,0,1,1,4,0,0,0,0,0
Canterbury-Bankstown,Bankstown,Drug offences,"Dealing, trafficking in cannabis",0,0,2,1,0,0,0,1,0,0,0,0
Canterbury-Bankstown,Bankstown,Drug offences,"Dealing, trafficking in amphetamines",0,0,0,0,0,0,0,0,0,0,1,0
Canterbury-Bankstown,Bankstown,Drug offences,"Dealing, trafficking in ecstasy",0,0,0,0,0,0,0,0,0,0,0,0
Canterbury-Bankstown,Bankstown,Drug offences,"Dealing, trafficking in other drugs",0,0,0,0,0,0,0,0,0,0,0,0
Canterbury-Bankstown,Bankstown,Drug offences,Cultivating cannabis,2,9,11,2,2,3,1,2,2,3,2,4
Canterbury-Bankstown,Bankstown,Drug offences,Manufacture drug,0,0,0,0,0,0,0,0,0,1,0,0
Canterbury-Bankstown,Bankstown,Drug offences,Importing drugs,0,0,0,0,0,0,0,0,0,1,0,0
Canterbury-Bankstown,Bankstown,Drug offences,Other drug offences,1,0,0,2,4,2,1,2,0,5,2,4
Canterbury-Bankstown,Bankstown,Prohibited and regulated weapons offences,,2,6,4,7,14,4,6,7,5,6,9,11
Canterbury-Bankstown,Bankstown,Disorderly conduct,Trespass,4,3,4,4,2,3,0,2,9,4,2,3
Canterbury-Bankstown,Bankstown,Disorderly conduct,Offensive conduct,3,1,3,6,0,3,2,2,2,1,0,1
Canterbury-Bankstown,Bankstown,Disorderly conduct,Offensive language,3,3,4,6,2,4,3,3,4,2,2,1
Canterbury-Bankstown,Bankstown,Disorderly conduct,Criminal intent,1,4,1,1,4,3,2,3,2,1,3,5
Canterbury-Bankstown,Bankstown,Betting and gaming offences,,0,0,0,1,0,0,0,0,0,0,0,0
Canterbury-Bankstown,Bankstown,Liquor offences,,0,0,0,0,0,0,0,1,0,0,0,0
Canterbury-Bankstown,Bankstown,Pornography offences,,0,0,0,0,0,1,0,0,0,0,0,0
Canterbury-Bankstown,Bankstown,Prostitution offences,,0,0,4,2,5,2,0,0,3,0,0,1
Canterbury-Bankstown,Bankstown,Against justice procedures,Escape custody,0,0,1,1,0,0,1,1,0,0,2,2
Canterbury-Bankstown,Bankstown,Against justice procedures,Breach Apprehended Violence Order,5,2,4,3,12,1,3,6,4,10,4,5
Canterbury-Bankstown,Bankstown,Against justice procedures,Breach bail conditions,0,4,0,1,1,1,4,4,4,6,5,2
Canterbury-Bankstown,Bankstown,Against justice procedures,Fail to appear,1,2,3,3,3,2,4,6,5,2,2,3
Canterbury-Bankstown,Bankstown,Against justice procedures,Resist or hinder officer,4,4,6,5,2,6,3,3,2,5,7,2
Canterbury-Bankstown,Bankstown,Against justice procedures,Other offences against justice procedures,1,1,5,2,2,3,6,12,1,4,5,13
Canterbury-Bankstown,Bankstown,Transport regulatory offences,,1,0,2,1,0,0,0,2,0,1,1,4
Canterbury-Bankstown,Bankstown,Other offences,,14,17,16,9,7,12,11,13,13,23,11,13
Canterbury-Bankstown,Canterbury,Homicide,Murder (a),0,0,0,0,0,0,0,0,0,0,0,0
Canterbury-Bankstown,Canterbury,Homicide,Attempted murder,0,0,0,0,0,0,0,0,0,0,0,0
Canterbury-Bankstown,Canterbury,Homicide,"Murder accessory, conspiracy",0,0,0,0,0,0,0,0,0,0,0,0
Canterbury-Bankstown,Canterbury,Homicide,Manslaughter (a),0,0,0,0,0,0,0,0,0,0,0,0
Canterbury-Bankstown,Canterbury,Assault,Domestic violence related assault,12,9,7,7,11,11,13,12,15,11,14,15
Canterbury-Bankstown,Canterbury,Assault,Non-domestic violence related assault,31,40,39,38,37,34,25,46,46,34,42,56
Canterbury-Bankstown,Canterbury,Assault,Assault Police,1,1,1,1,0,0,0,0,2,1,0,0
Canterbury-Bankstown,Canterbury,Sexual offences,Sexual assault,1,1,1,1,4,1,3,2,3,5,1,6
Canterbury-Bankstown,Canterbury,Sexual offences,"Indecent assault, act of indecency and other sexual offences",12,4,7,6,3,5,6,9,8,9,9,2
Canterbury-Bankstown,Canterbury,Abduction and kidnapping,,1,1,0,2,0,0,2,1,1,1,0,0
Canterbury-Bankstown,Canterbury,Robbery,Robbery without a weapon,15,6,21,6,14,12,8,10,7,7,13,14
Canterbury-Bankstown,Canterbury,Robbery,Robbery with a firearm,3,4,3,3,1,5,1,2,3,7,3,2
Canterbury-Bankstown,Canterbury,Robbery,Robbery with a weapon not a firearm,10,6,3,3,12,5,3,11,5,5,6,12
Canterbury-Bankstown,Canterbury,Blackmail and extortion,,0,0,0,0,0,0,0,0,0,0,0,0
Canterbury-Bankstown,Canterbury,"Harassment, threatening behaviour and private nuisance",,7,11,8,15,19,17,14,12,16,17,10,22
Canterbury-Bankstown,Canterbury,Other offences against the person,,1,0,0,2,4,1,0,1,5,2,3,2
Canterbury-Bankstown,Canterbury,Theft,Break and enter dwelling,152,93,151,137,139,152,132,187,198,216,144,179
Canterbury-Bankstown,Canterbury,Theft,Break and enter non-dwelling,77,52,49,61,85,74,71,49,50,54,58,43
Canterbury-Bankstown,Canterbury,Theft,Receiving or handling stolen goods,8,6,5,13,6,8,14,9,4,8,7,3
Canterbury-Bankstown,Canterbury,Theft,Motor vehicle theft,149,122,146,140,145,146,153,137,171,167,156,164
Canterbury-Bankstown,Canterbury,Theft,Steal from motor vehicle,116,86,86,70,98,92,104,120,100,135,109,116
Canterbury-Bankstown,Canterbury,Theft,Steal from retail store,34,24,30,38,35,21,20,31,33,45,29,35
Canterbury-Bankstown,Canterbury,Theft,Steal from dwelling,18,21,19,24,24,24,17,25,24,31,20,22
Canterbury-Bankstown,Canterbury,Theft,Steal from person,16,19,20,18,30,26,14,14,24,32,42,33
Canterbury-Bankstown,Canterbury,Theft,Stock theft,0,0,1,0,0,1,0,1,0,0,0,0
Canterbury-Bankstown,Canterbury,Theft,Fraud,15,17,25,12,29,24,26,17,13,37,19,17
Canterbury-Bankstown,Canterbury,Theft,Other theft,41,34,36,50,39,34,37,40,39,43,39,56
